Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date Time	Begin File	Avg Power Density (dB FS/Hz)	Energy (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	Center Time (s)	Truth (0 or 1)	Background (kHz)	Missed (in 10s frame)	Other Disturb. Type	Detector	Frame Duration	Occupancy	Reason
107	Spectrogram 1	1	917.407979167	917.514645833	200.000	2000.000	917.4080	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.89	2.531	2.743	328.125	328.125	-30.70	917.4506					Band Limited Energy Detector	10	0.7000	Detection
108	Spectrogram 1	1	918.549312500	918.559979167	200.000	2000.000	918.5493	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	918.5600					Band Limited Energy Detector	1	1.0000	Too short
109	Spectrogram 1	1	919.466645833	919.477312500	200.000	2000.000	919.4666	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	919.4773					Band Limited Energy Detector	1	1.0000	Too short
110	Spectrogram 1	1	923.178645833	923.189312500	200.000	2000.000	923.1786	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	923.1893					Band Limited Energy Detector	1	1.0000	Too short
111	Spectrogram 1	1	926.634645833	926.666645833	200.000	2000.000	926.6346	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.15	-0.497	1.913	328.125	328.125	-30.70	926.6453					Band Limited Energy Detector	3	0.6667	Detection
112	Spectrogram 1	1	929.109312500	929.119979167	200.000	2000.000	929.1093	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	929.1200					Band Limited Energy Detector	1	1.0000	Too short
113	Spectrogram 1	1	939.445312500	939.455979167	200.000	2000.000	939.4453	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	939.4560					Band Limited Energy Detector	1	1.0000	Too short
114	Spectrogram 1	1	947.146645833	947.157312500	200.000	2000.000	947.1466	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	947.1573					Band Limited Energy Detector	1	1.0000	Too short
115	Spectrogram 1	1	949.055979167	949.130645833	200.000	2000.000	949.0560	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	949.0773					Band Limited Energy Detector	7	0.5714	Too sparse
116	Spectrogram 1	1	966.079979167	966.090645833	200.000	2000.000	966.0800	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	966.0906					Band Limited Energy Detector	1	1.0000	Too short
117	Spectrogram 1	1	981.706645833	981.717312500	200.000	2000.000	981.7066	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	981.7173					Band Limited Energy Detector	1	1.0000	Too short
118	Spectrogram 1	1	984.693312500	984.703979167	200.000	2000.000	984.6933	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	984.7040					Band Limited Energy Detector	1	1.0000	Too short
119	Spectrogram 1	1	988.319979167	988.351979167	200.000	2000.000	988.3200	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.15	-0.497	1.913	328.125	328.125	-30.70	988.3413					Band Limited Energy Detector	3	1.0000	Detection
120	Spectrogram 1	1	995.498645833	995.509312500	200.000	2000.000	995.4986	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	995.5093					Band Limited Energy Detector	1	1.0000	Too short
121	Spectrogram 1	1	998.410645833	998.421312500	200.000	2000.000	998.4106	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	998.4213					Band Limited Energy Detector	1	1.0000	Too short
122	Spectrogram 1	1	1011.317312500	1011.338645833	200.000	2000.000	1011.3173	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1011.3280					Band Limited Energy Detector	2	1.0000	Detection
123	Spectrogram 1	1	1014.890645833	1014.901312500	200.000	2000.000	1014.8906	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1014.9013					Band Limited Energy Detector	1	1.0000	Too short
124	Spectrogram 1	1	1015.626645833	1015.754645833	200.000	2000.000	1015.6266	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.51	5.157	2.743	281.250	281.250	-28.70	1015.7013					Band Limited Energy Detector	12	0.5000	Too sparse
125	Spectrogram 1	1	1021.077312500	1021.151979167	200.000	2000.000	1021.0773	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.64	2.274	2.743	328.125	328.125	-30.70	1021.0986					Band Limited Energy Detector	7	0.4286	Too sparse
126	Spectrogram 1	1	1021.322645833	1021.386645833	200.000	2000.000	1021.3226	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	1021.3333					Band Limited Energy Detector	6	0.3333	Too sparse
127	Spectrogram 1	1	1022.495979167	1022.506645833	200.000	2000.000	1022.4960	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1022.5066					Band Limited Energy Detector	1	1.0000	Too short
128	Spectrogram 1	1	1022.655979167	1022.677312500	200.000	2000.000	1022.6560	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1022.6773					Band Limited Energy Detector	2	1.0000	Detection
129	Spectrogram 1	1	1023.967979167	1023.978645833	200.000	2000.000	1023.9680	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1023.9786					Band Limited Energy Detector	1	1.0000	Too short
130	Spectrogram 1	1	1081.098645833	1081.173312500	200.000	2000.000	1081.0986	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.64	2.274	2.743	328.125	328.125	-30.70	1081.1200					Band Limited Energy Detector	7	0.8571	Detection
131	Spectrogram 1	1	1081.994645833	1082.037312500	200.000	2000.000	1081.9946	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.47	0.398	2.743	328.125	328.125	-30.70	1082.0053					Band Limited Energy Detector	4	0.5000	Too sparse
132	Spectrogram 1	1	1096.095979167	1096.191979167	200.000	2000.000	1096.0960	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.89	2.531	2.743	328.125	328.125	-30.70	1096.1386					Band Limited Energy Detector	9	0.5556	Too sparse
133	Spectrogram 1	1	1100.469312500	1100.501312500	200.000	2000.000	1100.4693	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.22	-0.316	2.743	328.125	328.125	-30.70	1100.4800					Band Limited Energy Detector	3	1.0000	Detection
134	Spectrogram 1	1	1102.101312500	1102.165312500	200.000	2000.000	1102.1013	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	1102.1226					Band Limited Energy Detector	6	0.3333	Too sparse
135	Spectrogram 1	1	1124.639979167	1124.757312500	200.000	2000.000	1124.6400	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.88	4.417	2.743	281.250	281.250	-28.70	1124.7146					Band Limited Energy Detector	11	0.4545	Too sparse
136	Spectrogram 1	1	1125.642645833	1125.663979167	200.000	2000.000	1125.6426	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.15	-0.497	1.913	328.125	328.125	-30.70	1125.6533					Band Limited Energy Detector	2	1.0000	Detection
137	Spectrogram 1	1	1134.015979167	1134.026645833	200.000	2000.000	1134.0160	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1134.0266					Band Limited Energy Detector	1	1.0000	Too short
138	Spectrogram 1	1	1141.162645833	1141.183979167	200.000	2000.000	1141.1626	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.15	-0.497	1.913	328.125	328.125	-30.70	1141.1733					Band Limited Energy Detector	2	1.0000	Detection
139	Spectrogram 1	1	1141.802645833	1141.813312500	200.000	2000.000	1141.8026	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1141.8133					Band Limited Energy Detector	1	1.0000	Too short
140	Spectrogram 1	1	1145.450645833	1145.503979167	200.000	2000.000	1145.4506	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	1145.4613					Band Limited Energy Detector	5	0.4000	Too sparse
141	Spectrogram 1	1	1149.002645833	1149.013312500	200.000	2000.000	1149.0026	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1149.0133					Band Limited Energy Detector	1	1.0000	Too short
142	Spectrogram 1	1	1151.285312500	1151.295979167	200.000	2000.000	1151.2853	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1151.2960					Band Limited Energy Detector	1	1.0000	Too short
143	Spectrogram 1	1	1151.551979167	1151.562645833	200.000	2000.000	1151.5520	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1151.5626					Band Limited Energy Detector	1	1.0000	Too short
144	Spectrogram 1	1	1154.133312500	1154.143979167	200.000	2000.000	1154.1333	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1154.1440					Band Limited Energy Detector	1	1.0000	Too short
145	Spectrogram 1	1	1155.391979167	1155.413312500	200.000	2000.000	1155.3920	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1155.4133					Band Limited Energy Detector	2	1.0000	Detection
146	Spectrogram 1	1	1155.530645833	1155.541312500	200.000	2000.000	1155.5306	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1155.5413					Band Limited Energy Detector	1	1.0000	Too short
147	Spectrogram 1	1	1157.471979167	1157.482645833	200.000	2000.000	1157.4720	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1157.4826					Band Limited Energy Detector	1	1.0000	Too short
148	Spectrogram 1	1	1158.591979167	1158.613312500	200.000	2000.000	1158.5920	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1158.6133					Band Limited Energy Detector	2	1.0000	Detection
149	Spectrogram 1	1	1168.650645833	1168.661312500	200.000	2000.000	1168.6506	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1168.6613					Band Limited Energy Detector	1	1.0000	Too short
150	Spectrogram 1	1	1172.117312500	1172.127979167	200.000	2000.000	1172.1173	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1172.1280					Band Limited Energy Detector	1	1.0000	Too short
151	Spectrogram 1	1	1174.879979167	1174.890645833	200.000	2000.000	1174.8800	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1174.8906					Band Limited Energy Detector	1	1.0000	Too short
152	Spectrogram 1	1	1179.103979167	1179.125312500	200.000	2000.000	1179.1040	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1179.1253					Band Limited Energy Detector	2	1.0000	Detection
153	Spectrogram 1	1	1191.893312500	1191.903979167	200.000	2000.000	1191.8933	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1191.9040					Band Limited Energy Detector	1	1.0000	Too short
154	Spectrogram 1	1	1193.653312500	1193.791979167	200.000	2000.000	1193.6533	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.28	5.741	2.743	281.250	281.250	-28.70	1193.7600					Band Limited Energy Detector	13	0.3077	Too sparse
155	Spectrogram 1	1	1194.559979167	1194.581312500	200.000	2000.000	1194.5600	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1194.5813					Band Limited Energy Detector	2	1.0000	Detection
156	Spectrogram 1	1	1197.247979167	1197.258645833	200.000	2000.000	1197.2480	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1197.2586					Band Limited Energy Detector	1	1.0000	Too short
157	Spectrogram 1	1	1200.277312500	1200.319979167	200.000	2000.000	1200.2773	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.22	-0.316	2.743	328.125	328.125	-30.70	1200.2986					Band Limited Energy Detector	4	1.0000	Detection
158	Spectrogram 1	1	1204.703979167	1204.714645833	200.000	2000.000	1204.7040	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1204.7146					Band Limited Energy Detector	1	1.0000	Too short
159	Spectrogram 1	1	1208.661312500	1208.746645833	200.000	2000.000	1208.6613	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.64	2.274	2.743	328.125	328.125	-30.70	1208.6826					Band Limited Energy Detector	8	0.7500	Detection
160	Spectrogram 1	1	1210.389312500	1210.399979167	200.000	2000.000	1210.3893	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1210.4000					Band Limited Energy Detector	1	1.0000	Too short
161	Spectrogram 1	1	1219.018645833	1219.029312500	200.000	2000.000	1219.0186	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1219.0293					Band Limited Energy Detector	1	1.0000	Too short
162	Spectrogram 1	1	1230.079979167	1230.090645833	200.000	2000.000	1230.0800	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1230.0906					Band Limited Energy Detector	1	1.0000	Too short
163	Spectrogram 1	1	1230.250645833	1230.357312500	200.000	2000.000	1230.2506	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.88	4.417	2.743	281.250	281.250	-28.70	1230.3146					Band Limited Energy Detector	10	0.2000	Too sparse
164	Spectrogram 1	1	1231.999979167	1232.010645833	200.000	2000.000	1232.0000	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1232.0106					Band Limited Energy Detector	1	1.0000	Too short
165	Spectrogram 1	1	1238.591979167	1238.602645833	200.000	2000.000	1238.5920	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1238.6026					Band Limited Energy Detector	1	1.0000	Too short
166	Spectrogram 1	1	1243.690645833	1243.711979167	200.000	2000.000	1243.6906	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.15	-0.497	1.913	328.125	328.125	-30.70	1243.7013					Band Limited Energy Detector	2	1.0000	Detection
167	Spectrogram 1	1	1244.298645833	1244.362645833	200.000	2000.000	1244.2986	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	1244.3093					Band Limited Energy Detector	6	0.5000	Too sparse
168	Spectrogram 1	1	1249.194645833	1249.205312500	200.000	2000.000	1249.1946	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1249.2053					Band Limited Energy Detector	1	1.0000	Too short
169	Spectrogram 1	1	1249.503979167	1249.557312500	200.000	2000.000	1249.5040	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.47	0.398	2.743	328.125	328.125	-30.70	1249.5253					Band Limited Energy Detector	5	0.8000	Detection
170	Spectrogram 1	1	1256.746645833	1256.757312500	200.000	2000.000	1256.7466	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1256.7573					Band Limited Energy Detector	1	1.0000	Too short
171	Spectrogram 1	1	1258.047979167	1258.058645833	200.000	2000.000	1258.0480	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1258.0586					Band Limited Energy Detector	1	1.0000	Too short
172	Spectrogram 1	1	1262.389312500	1262.453312500	200.000	2000.000	1262.3893	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	1262.4106					Band Limited Energy Detector	6	0.6667	Detection
173	Spectrogram 1	1	1264.298645833	1264.309312500	200.000	2000.000	1264.2986	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1264.3093					Band Limited Energy Detector	1	1.0000	Too short
174	Spectrogram 1	1	1284.607979167	1284.639979167	200.000	2000.000	1284.6080	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.15	-0.497	1.913	328.125	328.125	-30.70	1284.6293					Band Limited Energy Detector	3	1.0000	Detection
175	Spectrogram 1	1	1289.429312500	1289.439979167	200.000	2000.000	1289.4293	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1289.4400					Band Limited Energy Detector	1	1.0000	Too short
176	Spectrogram 1	1	1289.642645833	1289.695979167	200.000	2000.000	1289.6426	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.88	0.785	2.743	328.125	328.125	-30.70	1289.6533					Band Limited Energy Detector	5	0.8000	Detection
177	Spectrogram 1	1	1305.951979167	1305.962645833	200.000	2000.000	1305.9520	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1305.9626					Band Limited Energy Detector	1	1.0000	Too short
178	Spectrogram 1	1	1325.674645833	1325.781312500	200.000	2000.000	1325.6746	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.88	4.417	2.743	281.250	281.250	-28.70	1325.7386					Band Limited Energy Detector	10	0.3000	Too sparse
179	Spectrogram 1	1	1332.053312500	1332.149312500	200.000	2000.000	1332.0533	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.89	2.531	2.743	328.125	328.125	-30.70	1332.0960					Band Limited Energy Detector	9	0.2222	Too sparse
180	Spectrogram 1	1	1332.351979167	1332.362645833	200.000	2000.000	1332.3520	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1332.3626					Band Limited Energy Detector	1	1.0000	Too short
181	Spectrogram 1	1	1332.682645833	1332.693312500	200.000	2000.000	1332.6826	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1332.6933					Band Limited Energy Detector	1	1.0000	Too short
182	Spectrogram 1	1	1337.226645833	1337.237312500	200.000	2000.000	1337.2266	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1337.2373					Band Limited Energy Detector	1	1.0000	Too short
183	Spectrogram 1	1	1358.815979167	1358.826645833	200.000	2000.000	1358.8160	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1358.8266					Band Limited Energy Detector	1	1.0000	Too short
184	Spectrogram 1	1	1359.317312500	1359.327979167	200.000	2000.000	1359.3173	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1359.3280					Band Limited Energy Detector	1	1.0000	Too short
185	Spectrogram 1	1	1361.290645833	1361.301312500	200.000	2000.000	1361.2906	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1361.3013					Band Limited Energy Detector	1	1.0000	Too short
186	Spectrogram 1	1	1364.415979167	1364.437312500	200.000	2000.000	1364.4160	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1364.4373					Band Limited Energy Detector	2	1.0000	Detection
187	Spectrogram 1	1	1364.565312500	1364.575979167	200.000	2000.000	1364.5653	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1364.5760					Band Limited Energy Detector	1	1.0000	Too short
188	Spectrogram 1	1	1373.418645833	1373.429312500	200.000	2000.000	1373.4186	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1373.4293					Band Limited Energy Detector	1	1.0000	Too short
189	Spectrogram 1	1	1383.071979167	1383.082645833	200.000	2000.000	1383.0720	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1383.0826					Band Limited Energy Detector	1	1.0000	Too short
190	Spectrogram 1	1	1414.549312500	1414.559979167	200.000	2000.000	1414.5493	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1414.5600					Band Limited Energy Detector	1	1.0000	Too short
191	Spectrogram 1	1	1446.965312500	1447.039979167	200.000	2000.000	1446.9653	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-46.64	2.274	2.743	328.125	328.125	-30.70	1446.9866					Band Limited Energy Detector	7	0.4286	Too sparse
192	Spectrogram 1	1	1465.162645833	1465.173312500	200.000	2000.000	1465.1626	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-44.86	-1.973	1.633	328.125	328.125	-30.70	1465.1733					Band Limited Energy Detector	1	1.0000	Too short
193	Spectrogram 1	1	1498.559979167	1498.570645833	200.000	2000.000	1498.5600	CK6-1-10-2024_000H_GU-B1_16289_20240105_003602.flac	-45.91	-6.032	1.614	281.250	281.250	-32.37	1498.5706					Band Limited Energy Detector	1	1.0000	Too short
